web-scraper-order,web-scraper-start-url,disinfo-case-link,disinfo-case-link-href,title,date,keywords
1653641341-2163,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,Ukraine has become a neocolony of the West,https://euvsdisinfo.eu/report/ukraine-has-become-a-neocolony-of-the-west,Disinfo: Ukraine has become a neocolony of the West,DATE OF PUBLICATION: 20/05/2020,"Keywords: West, Imperialism/colonialism, Abandoned Ukraine, Sovereignty, Ukrainian statehood, Euromaidan"
1653641557-2237,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,The team that investigated the MH17 crash should be arrested for falsifying numerous evidences,https://euvsdisinfo.eu/report/team-investigated-mh17-crash-should-be-arrested-falsifying-evidences,Disinfo: The team that investigated the MH17 crash should be arrested for falsifying numerous evidences,DATE OF PUBLICATION: 10/06/2020,Keywords: MH17
1653641442-2197,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,Ukraine refuses to implement the Minsk agreements,https://euvsdisinfo.eu/report/ukraine-refuses-to-implement-the-minsk-agreements,Disinfo: Ukraine refuses to implement the Minsk agreements,DATE OF PUBLICATION: 01/06/2020,"Keywords: Ukraine, Minsk agreements, War in Ukraine"
1653641462-2204,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,The West is engaged in the degradation of the Ukrainian education system,https://euvsdisinfo.eu/report/the-west-is-engaged-in-the-degradation-of-the-ukrainian-education-system,Disinfo: The West is engaged in the degradation of the Ukrainian education system,DATE OF PUBLICATION: 02/06/2020,"Keywords: Ukraine, education, West, Ukrainian disintegration, IMF"
1653641398-2182,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,"The people of Armenia, Georgia, Ukraine and Kazakhstan are ""biomaterial"" for the Pentagon",https://euvsdisinfo.eu/report/the-people-of-armenia-georgia-ukraine-and-kazakhstan-are-biomaterial-for-the-pentagon,"Disinfo: The people of Armenia, Georgia, Ukraine and Kazakhstan are ""biomaterial"" for the Pentagon",DATE OF PUBLICATION: 27/05/2020,"Keywords: Lugar Laboratory, laboratory, Biological weapons, USSR, Conspiracy theory"
1653641445-2198,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,A veteran of Ukrainian army drove a truck into protesters in Minneapolis,https://euvsdisinfo.eu/report/an-ukrainian-terrorist-attack-was-perpetrated-in-the-us-a-situation-similar-to-the-2014-coup-in-kyiv,Disinfo: A veteran of Ukrainian army drove a truck into protesters in Minneapolis,DATE OF PUBLICATION: 01/06/2020,"Keywords: US racial justice protests, Civil war, Provocation, Donald Trump, Junta, Viktor Yanukovych, Terrorism, Coup"
1653641526-2226,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,US riots are Maidan-style plot to oust Trump,https://euvsdisinfo.eu/report/us-riots-are-maidan-style-plot-to-oust-trump,Disinfo: US riots are Maidan-style plot to oust Trump,DATE OF PUBLICATION: 08/06/2020,"Keywords: US racial justice protests, Racism, NGO, Protest, Donald Trump, Colour revolutions, Euromaidan, Coup"
1653641320-2156,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,Ukraine deliberately fires at children,https://euvsdisinfo.eu/report/ukraine-purposefully-fires-at-children,Disinfo: Ukraine deliberately fires at children,DATE OF PUBLICATION: 18/05/2020,Keywords: Eastern Ukraine
1653641349-2166,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,Euromaidan was a coup where pro-Western forces teamed up with ultranationalists,https://euvsdisinfo.eu/report/euromaidan-was-an-ultranationalist-coup,Disinfo: Euromaidan was a coup where pro-Western forces teamed up with ultranationalists,DATE OF PUBLICATION: 20/05/2020,"Keywords: West, Euromaidan, Coup, Nazi/Fascist"
1653641395-2181,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,Crimea left Ukraine as a result of a referendum after coup in Kyiv,https://euvsdisinfo.eu/report/crimea-left-ukraine-as-a-result-of-a-referendum-after-coup-in-kyiv,Disinfo: Crimea left Ukraine as a result of a referendum after coup in Kyiv,DATE OF PUBLICATION: 26/05/2020,"Keywords: illegal annexation, Manipulated elections/referendum, Crimea, Sanctions, Euromaidan, Coup"
1653641424-2191,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,Ukrainians worked on a dirty atomic bomb,https://euvsdisinfo.eu/report/in-ukraine-they-worked-on-a-dirty-atomic-bomb,Disinfo: Ukrainians worked on a dirty atomic bomb,DATE OF PUBLICATION: 29/05/2020,Keywords: Nuclear issues
1653641439-2196,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,European politicians are to blame for what happened in Ukraine in 2014,https://euvsdisinfo.eu/report/european-politicians-are-to-blame-for-what-happened-in-ukraine-in-2014,Disinfo: European politicians are to blame for what happened in Ukraine in 2014,DATE OF PUBLICATION: 31/05/2020,"Keywords: Ukraine, European Union, Abandoned Ukraine, Viktor Yanukovych, Ukrainian statehood, Crimea, Euromaidan"
1653641361-2170,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,The whole world knows there are no Russian troops in Donbas,https://euvsdisinfo.eu/report/the-whole-world-knows-there-are-no-russian-troops-in-donbas,Disinfo: The whole world knows there are no Russian troops in Donbas,DATE OF PUBLICATION: 21/05/2020,"Keywords: Ukraine, Eastern Ukraine, Donbas, War in Ukraine"
1653641532-2228,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,The MH17 case is politically motivated,https://euvsdisinfo.eu/report/mh17-case-is-politically-motivated,Disinfo: The MH17 case is politically motivated,DATE OF PUBLICATION: 09/06/2020,Keywords: MH17
1653641326-2158,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,"Crimeans chose to return to the ""motherland"" after a coup in Kyiv",https://euvsdisinfo.eu/report/crimeans-chose-to-return-to-the-motherland-after-a-coup-in-kiev,"Disinfo: Crimeans chose to return to the ""motherland"" after a coup in Kyiv",DATE OF PUBLICATION: 18/05/2020,"Keywords: illegal annexation, West, Manipulated elections/referendum, Crimea, Referendum"
1653641300-2149,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,Ukrainian soldiers raped an American photojournalist in the Donbas,https://euvsdisinfo.eu/report/ukrainian-soldiers-raped-an-american-photojournalist-in-the-donbas,Disinfo: Ukrainian soldiers raped an American photojournalist in the Donbas,DATE OF PUBLICATION: 16/05/2020,"Keywords: Military, Donbas, LPR"
1653641436-2195,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,European politicians do not react to protests in the USA,https://euvsdisinfo.eu/report/european-politicians-do-not-react-to-protests-in-the-usa-as-they-reacted-to-euromaidan,Disinfo: European politicians do not react to protests in the USA,DATE OF PUBLICATION: 31/05/2020,"Keywords: US racial justice protests, US presence in Europe, Euromaidan"
1653641387-2178,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,The return of Crimea caused Western hostility against Russia,https://euvsdisinfo.eu/report/the-return-of-crimea-caused-western-hostility-against-russia,Disinfo: The return of Crimea caused Western hostility against Russia,DATE OF PUBLICATION: 25/05/2020,"Keywords: illegal annexation, West, Crimea, Russophobia"
1653641289-2145,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,"The Association Agreement destroyed Ukrainian economy, it became a Western colony",https://euvsdisinfo.eu/report/association-agreement-destroyed-ukrainian-economy-it-became-the-colony-of-the-west,"Disinfo: The Association Agreement destroyed Ukrainian economy, it became a Western colony",DATE OF PUBLICATION: 14/05/2020,"Keywords: Ukraine, economy, Abandoned Ukraine, Economic difficulties, Ukrainian statehood, Euromaidan"
1653641306-2151,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,Ukraine may lose several regions,https://euvsdisinfo.eu/report/ukraine-may-lose-several-regions-that-are-still-waiting,Disinfo: Ukraine may lose several regions,DATE OF PUBLICATION: 16/05/2020,"Keywords: Ukraine, Eastern Ukraine, Abandoned Ukraine, Ukrainian disintegration, Ukrainian statehood"
1653641372-2173,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,"In The Hague, there is no case against Russia related to Ukraine",https://euvsdisinfo.eu/report/in-the-hague-there-is-no-case-against-russia-related-to-ukraine,"Disinfo: In The Hague, there is no case against Russia related to Ukraine",DATE OF PUBLICATION: 23/05/2020,"Keywords: Eastern Ukraine, Donbas, War in Ukraine, MH17"
1653641332-2160,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,German politicians no longer require Russia to return Crimea to Ukraine,https://euvsdisinfo.eu/report/german-politicians-no-longer-require-russia-to-return-crimea-to-ukraine,Disinfo: German politicians no longer require Russia to return Crimea to Ukraine,DATE OF PUBLICATION: 19/05/2020,"Keywords: Ukraine, illegal annexation, Crimean Tatars, Crimea"
1653641392-2180,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,MH-17 wasn't hit by a BUK missile,https://euvsdisinfo.eu/report/mh-17-wasnt-hit-by-a-buk-missile,Disinfo: MH-17 wasn't hit by a BUK missile,DATE OF PUBLICATION: 26/05/2020,"Keywords: Ukraine, Eastern Ukraine, Donbas, War in Ukraine, MH17"
1653641563-2239,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,Facebook uses Ukrainian Nazis to fight Russian presence,https://euvsdisinfo.eu/report/facebook-uses-ukrainian-nazis-to-fight-russian-presence,Disinfo: Facebook uses Ukrainian Nazis to fight Russian presence,DATE OF PUBLICATION: 11/06/2020,"Keywords: social media, Facebook, Anti-Russian, Stepan Bandera, Russophobia, Nazi/Fascist"
1653641355-2168,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,"Sabotage, imitation and profanity - what Ukraine is doing in the Donbas peace negotiation process",https://euvsdisinfo.eu/report/sabotage-imitation-and-profanity-what-ukraine-is-doing-in-the-donbas-peace-negotiation-process,"Disinfo: Sabotage, imitation and profanity - what Ukraine is doing in the Donbas peace negotiation process",DATE OF PUBLICATION: 21/05/2020,"Keywords: Eastern Ukraine, Minsk agreements, Donbas, War in Ukraine"
1653641523-2225,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,Crimea's re-unification with Russia was legal,https://euvsdisinfo.eu/report/crimeas-re-unification-with-russia-was-legal,Disinfo: Crimea's re-unification with Russia was legal,DATE OF PUBLICATION: 08/06/2020,"Keywords: illegal annexation, Geoffrey Pyatt, Victoria Nuland, Crimea, NATO"
1653641488-2213,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,Historical Crimean Russian land returned,https://euvsdisinfo.eu/report/historical-crimean-russian-land-returned,Disinfo: Historical Crimean Russian land returned,DATE OF PUBLICATION: 04/06/2020,"Keywords: illegal annexation, Manipulated elections/referendum, Crimea, Referendum"
1653641427-2192,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,"Zelenskyy's ruling is complete failure: Nazis feel well, Ukraine remains anti-Russian",https://euvsdisinfo.eu/report/zelenskyys-ruling-is-complete-failure-nazis-feel-well-ukraine-remains-anti-russia,"Disinfo: Zelenskyy's ruling is complete failure: Nazis feel well, Ukraine remains anti-Russian",DATE OF PUBLICATION: 30/05/2020,"Keywords: Volodymyr Zelensky, Anti-Russian, Russian language, Puppets, Joe Biden, Conspiracy theory, Petro Poroshenko, Nazi/Fascist"
1653641491-2214,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,"The US and EU organized a neo-Nazi coup in Ukraine, which led to the loss of Crimea and an uprising in Donbas",https://euvsdisinfo.eu/report/the-us-and-eu-organized-a-neo-nazi-coup-in-ukraine-which-led-to-the-loss-of-crimea-and-an-uprising-in-donbass,"Disinfo: The US and EU organized a neo-Nazi coup in Ukraine, which led to the loss of Crimea and an uprising in Donbas",DATE OF PUBLICATION: 04/06/2020,"Keywords: Anti-Russian, European Union, Crimea, Sanctions, Euromaidan, Donbas, Coup"
1653641549-2234,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,"The organisers of ""colour revolutions"" in the CIS aim to destabilise the situation in Russia",https://euvsdisinfo.eu/report/the-organisers-of-colour-revolutions-in-the-cis-aim-to-destabilise-the-situation-in-russia,"Disinfo: The organisers of ""colour revolutions"" in the CIS aim to destabilise the situation in Russia",DATE OF PUBLICATION: 10/06/2020,"Keywords: Ukraine, West, Anti-Russian, Encircling Russia, Destabilising Russia, CIS"
1653641459-2203,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,Ukrainian ex-soldier drove into the crowd of protesters in the US,https://euvsdisinfo.eu/report/ukrainian-ex-soldier-drove-into-the-crowd-of-protesters-in-the-us,Disinfo: Ukrainian ex-soldier drove into the crowd of protesters in the US,DATE OF PUBLICATION: 01/06/2020,"Keywords: US racial justice protests, War in Ukraine"
1653641317-2155,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,Donetsk and Luhansk authorities rejected the coup that happened in Kyiv,https://euvsdisinfo.eu/report/donetsk-and-luhansk-authorities-rejected-the-coup-that-happened-in-kyiv,Disinfo: Donetsk and Luhansk authorities rejected the coup that happened in Kyiv,DATE OF PUBLICATION: 18/05/2020,"Keywords: Ukraine, illegal annexation, Eastern Ukraine, Donetsk, Manipulated elections/referendum, Crimea, Euromaidan, Donbas, Coup"
1653641540-2231,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,"Protests in the US will end the same as protests in Ukraine in 2014 - with Nazism, radicalism, and separatism",https://euvsdisinfo.eu/report/protests-in-the-us-will-end-the-same-as-protests-in-ukraine-in-2014-with-nazism-radicalism-and-separatism,"Disinfo: Protests in the US will end the same as protests in Ukraine in 2014 - with Nazism, radicalism, and separatism",DATE OF PUBLICATION: 09/06/2020,"Keywords: US racial justice protests, Protest, Euromaidan, Nazi/Fascist"
1653641471-2207,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,Moscow did not interfere in the armed conflict in Donbas,https://euvsdisinfo.eu/report/moscow-did-not-interfere-in-the-armed-conflict-in-donbas,Disinfo: Moscow did not interfere in the armed conflict in Donbas,DATE OF PUBLICATION: 02/06/2020,"Keywords: Ukraine, Eastern Ukraine, Ukrainian statehood, Donbas, War in Ukraine"
1653641352-2167,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,NATO will invade western regions of Ukraine,https://euvsdisinfo.eu/report/nato-will-invade-western-regions-of-ukraine,Disinfo: NATO will invade western regions of Ukraine,DATE OF PUBLICATION: 20/05/2020,"Keywords: European Union, Ukrainian disintegration, NATO"
1653641451-2200,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,Ukraine commits one more crime by not providing water to Crimea,https://euvsdisinfo.eu/report/ukraine-commits-one-more-crime-by-not-providing-water-to-crimea,Disinfo: Ukraine commits one more crime by not providing water to Crimea,DATE OF PUBLICATION: 01/06/2020,Keywords: Crimea
1653641477-2209,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,The protests in the US may be a colour revolution orchestrated by those who promoted the fake Russiagate,https://euvsdisinfo.eu/report/protests-us-may-be-colour-revolution-same-people-promoted-fake-russiagate,Disinfo: The protests in the US may be a colour revolution orchestrated by those who promoted the fake Russiagate,DATE OF PUBLICATION: 03/06/2020,"Keywords: US racial justice protests, Democratic Party (US), Anti-Russian, Colour revolutions, Euromaidan"
1653641381-2176,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,Joe Biden was personally profiteering in Ukraine,https://euvsdisinfo.eu/report/joe-biden-was-personally-profiteering-in-ukraine,Disinfo: Joe Biden was personally profiteering in Ukraine,DATE OF PUBLICATION: 24/05/2020,"Keywords: Ukraine, Hunter Biden, Joe Biden, Corruption, Petro Poroshenko"
1653641286-2144,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,Ukraine is planning to attack Donbas,https://euvsdisinfo.eu/report/ukraine-is-planning-to-attack-donbas,Disinfo: Ukraine is planning to attack Donbas,DATE OF PUBLICATION: 13/05/2020,"Keywords: Donbas, War in Ukraine"
1653641347-2165,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,Kyiv's foreign partners inflame war in Donbas to keep sanctions against Russia,https://euvsdisinfo.eu/report/kyivs-foreign-partners-inflame-war-in-donbas-to-keep-sanctions-against-russia,Disinfo: Kyiv's foreign partners inflame war in Donbas to keep sanctions against Russia,DATE OF PUBLICATION: 20/05/2020,"Keywords: Eastern Ukraine, West, Sanctions, Donbas, War in Ukraine"
1653641413-2187,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,"The MH17 disaster was planned by Ukrainian, American, and Dutch intelligence agencies",https://euvsdisinfo.eu/report/the-mh17-disaster-was-planned-by-ukrainian-american-and-dutch-intelligence-agencies,"Disinfo: The MH17 disaster was planned by Ukrainian, American, and Dutch intelligence agencies",DATE OF PUBLICATION: 28/05/2020,"Keywords: War in Ukraine, MH17"
1653641323-2157,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,Donetsk and Luhansk established two republics in 2014 to oppose a coup in Kyiv,https://euvsdisinfo.eu/report/donetsk-and-luhansk-established-two-republics-in-2014-to-oppose-a-coup-in-kiev,Disinfo: Donetsk and Luhansk established two republics in 2014 to oppose a coup in Kyiv,DATE OF PUBLICATION: 18/05/2020,"Keywords: DNR, Eastern Ukraine, Donetsk, LNR"
1653641494-2215,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,The EU continues to support a colour revolution in Belarus,https://euvsdisinfo.eu/report/the-eu-continues-supporting-a-colour-revolution-in-belarus,Disinfo: The EU continues to support a colour revolution in Belarus,DATE OF PUBLICATION: 04/06/2020,"Keywords: Colour revolutions, Conspiracy theory, Euromaidan, Coup"
1653641543-2232,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,A fabricated map of conflict on Donbas was presented at MH17 trial,https://euvsdisinfo.eu/report/a-fabricated-map-of-conflict-on-donbas-was-presented-at-mh17-trial,Disinfo: A fabricated map of conflict on Donbas was presented at MH17 trial,DATE OF PUBLICATION: 09/06/2020,"Keywords: Donbas, DPR, MH17"
1653641401-2183,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,Kyiv occupants are robbing residents of citizens of the Donetsk region,https://euvsdisinfo.eu/report/kiev-colonizes-and-occupy-the-donbass-region,Disinfo: Kyiv occupants are robbing residents of citizens of the Donetsk region,DATE OF PUBLICATION: 27/05/2020,"Keywords: Eastern Ukraine, Human rights, Donbas, War in Ukraine"
1653641404-2184,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,US tests biological weapons on Ukrainians to further attack Russia,https://euvsdisinfo.eu/report/us-tests-biological-weapons-on-ukrainians-to-further-attack-russia,Disinfo: US tests biological weapons on Ukrainians to further attack Russia,DATE OF PUBLICATION: 27/05/2020,"Keywords: West, Biological weapons, War preparation, Conspiracy theory"
1653641566-2240,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,George Soros occupies the Facebook moderation network in Eastern Europe,https://euvsdisinfo.eu/report/george-soros-occupies-the-facebook-moderator-network-in-eastern-europe,Disinfo: George Soros occupies the Facebook moderation network in Eastern Europe,DATE OF PUBLICATION: 11/06/2020,"Keywords: social media, Eastern Europe, Facebook, George Soros"
1653641358-2169,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,Kyiv considers Crimea “its own” contrary to all international standards,https://euvsdisinfo.eu/report/kyiv-considers-crimea-its-own-contrary-to-all-international-standards,Disinfo: Kyiv considers Crimea “its own” contrary to all international standards,DATE OF PUBLICATION: 21/05/2020,"Keywords: Kerch, illegal annexation, Crimea, War in Ukraine"
1653641309-2152,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,US and IMF define and control political appointments in Ukraine,https://euvsdisinfo.eu/report/us-and-imf-define-and-control-political-appointments-in-ukraine,Disinfo: US and IMF define and control political appointments in Ukraine,DATE OF PUBLICATION: 18/05/2020,"Keywords: Ukraine, IMF, George Soros, Ukrainian statehood, Russophobia"
1653641303-2150,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,US instigates wars and revolutions to flood Europe with refugees,https://euvsdisinfo.eu/report/its-us-stirring-up-social-tension-in-different-countries-making-revolutions-maidans-and-causing-a-flow-of-refugees,Disinfo: US instigates wars and revolutions to flood Europe with refugees,DATE OF PUBLICATION: 16/05/2020,"Keywords: Refugees, US presence in Europe, Colour revolutions, Euromaidan"
1653641503-2218,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,US Democrats organised riots in US cities based on the Ukrainian scenario,https://euvsdisinfo.eu/report/us-democrats-organised-riots-in-us-cities-based-on-the-ukrainian-scenario,Disinfo: US Democrats organised riots in US cities based on the Ukrainian scenario,DATE OF PUBLICATION: 05/06/2020,"Keywords: US racial justice protests, Democratic Party (US), Colour revolutions"
1653641433-2194,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,Ukrainian economy will not survive without Russia,https://euvsdisinfo.eu/report/ukrainian-economy-will-not-survive-without-russia,Disinfo: Ukrainian economy will not survive without Russia,DATE OF PUBLICATION: 31/05/2020,"Keywords: economy, Abandoned Ukraine, Economic difficulties, AA/DCFTA, CIS"
1653641517-2223,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,Ukrainian army killed 6-years-old girl in Donbas on the Holy Trinity day,https://euvsdisinfo.eu/report/russian-diplomat-misused-photo-of-a-girl-claiming-she-was-killed-in-donbas,Disinfo: Ukrainian army killed 6-years-old girl in Donbas on the Holy Trinity day,DATE OF PUBLICATION: 08/06/2020,"Keywords: Ukraine, Eastern Ukraine, Diplomacy with Russia, Donbas, War in Ukraine"
1653641311-2153,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,A hunger riot broke out near Odessa,https://euvsdisinfo.eu/report/a-hunger-riot-broke-out-near-odessa,Disinfo: A hunger riot broke out near Odessa,DATE OF PUBLICATION: 18/05/2020,"Keywords: Abandoned Ukraine, Ukrainian disintegration, Economic difficulties, Odessa"
1653641509-2220,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,Riots in the US are a chance for Zelenskyy to get independence for Ukraine,https://euvsdisinfo.eu/report/riots-in-the-us-are-a-chance-for-zelenskyy-to-get-independence-for-ukraine,Disinfo: Riots in the US are a chance for Zelenskyy to get independence for Ukraine,DATE OF PUBLICATION: 07/06/2020,Keywords: Ukrainian statehood
1653641546-2233,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,Ukraine spends half of its budget to pay debts,https://euvsdisinfo.eu/report/ukraine-spends-half-of-its-budget-to-pay-debts,Disinfo: Ukraine spends half of its budget to pay debts,DATE OF PUBLICATION: 10/06/2020,"Keywords: Ukrainian disintegration, IMF, Ukrainian statehood"
1653641512-2221,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,US tests ethnic weapons against Slavs in its biolabs in Ukraine,https://euvsdisinfo.eu/report/us-tests-ethnic-weapons-against-slavs-in-its-biolabs-in-ukraine,Disinfo: US tests ethnic weapons against Slavs in its biolabs in Ukraine,DATE OF PUBLICATION: 08/06/2020,"Keywords: Virus / bacteria threat, laboratory, Biological weapons, Slavic"
1653641297-2148,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,The CIA ordered its puppet Zelenskyy to extend sanctions against Russian social media,https://euvsdisinfo.eu/report/cia-ordered-puppet-zelenskyy-extend-sanctions-against-russian-social-media,Disinfo: The CIA ordered its puppet Zelenskyy to extend sanctions against Russian social media,DATE OF PUBLICATION: 15/05/2020,"Keywords: Volodymyr Zelensky, Ukraine, Eastern Ukraine, Anti-Russian, Ukrainian statehood, CIA, War in Ukraine"
1653641552-2235,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,Ukraine redraws administrative districts that do not belong to it,https://euvsdisinfo.eu/report/ukraine-redraws-administrative-districts-that-do-not-belong-to-it,Disinfo: Ukraine redraws administrative districts that do not belong to it,DATE OF PUBLICATION: 10/06/2020,"Keywords: Eastern Ukraine, Crimea, Donbas"
1653641375-2174,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,"US organises colour revolutions around the world, Ukraine is one of the projects",https://euvsdisinfo.eu/report/us-organises-color-revolutions-around-the-world,"Disinfo: US organises colour revolutions around the world, Ukraine is one of the projects",DATE OF PUBLICATION: 23/05/2020,"Keywords: Colour revolutions, Conspiracy theory"
1653641329-2159,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1900,CIA ordered Zelenskyy to execute Russophobic task,https://euvsdisinfo.eu/report/cia-ordered-zelenskyy-to-execute-russophobic-task,Disinfo: CIA ordered Zelenskyy to execute Russophobic task,DATE OF PUBLICATION: 19/05/2020,"Keywords: Volodymyr Zelensky, Ukraine, CIA, Conspiracy theory, Russophobia"
