web-scraper-order,web-scraper-start-url,disinfo-case-link,disinfo-case-link-href,title,date,keywords
1653638960-1717,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,NATO uses Ukraine as a bridgehead for intelligence against Russia,https://euvsdisinfo.eu/report/nato-uses-ukraine-as-a-bridgehead-for-intelligence-against-russia,Disinfo: NATO uses Ukraine as a bridgehead for intelligence against Russia,DATE OF PUBLICATION: 01/12/2020,"Keywords: West, Anti-Russian, Encircling Russia, Intelligence services, NATO"
1653638861-1682,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,Ukraine’s “Maidan” ended with a coup,https://euvsdisinfo.eu/report/ukraines-maidan-ended-with-a-coup,Disinfo: Ukraine’s “Maidan” ended with a coup,DATE OF PUBLICATION: 21/11/2020,"Keywords: Ukraine, Ukrainian statehood, Euromaidan, Coup"
1653638951-1714,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,US sanctions policy is ineffective,https://euvsdisinfo.eu/report/us-sanctions-policy-is-ineffective,Disinfo: US sanctions policy is ineffective,DATE OF PUBLICATION: 30/11/2020,"Keywords: illegal annexation, Anti-Russian, Ukrainian statehood, Crimea, Sanctions"
1653638844-1676,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,No proof of human rights abuses in Crimea,https://euvsdisinfo.eu/report/no-proof-of-human-rights-abuses-in-crimea,Disinfo: No proof of human rights abuses in Crimea,DATE OF PUBLICATION: 20/11/2020,"Keywords: United Nations, illegal annexation, Human rights, Freedom of speech, Amnesty International, Mustafa Dzhemilev, Human Rights Watch, Crimean Tatars, Crimea"
1653638989-1725,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,Transcarpathia can join EU without Ukraine,https://euvsdisinfo.eu/report/transcarpathia-can-join-eu-without-ukraine,Disinfo: Transcarpathia can join EU without Ukraine,DATE OF PUBLICATION: 02/12/2020,"Keywords: Ukraine, EU/NATO enlargement, Transcarpathia"
1653638963-1718,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,European sanctions against Russia do not work,https://euvsdisinfo.eu/report/european-sanctions-against-russia-do-not-work,Disinfo: European sanctions against Russia do not work,DATE OF PUBLICATION: 01/12/2020,"Keywords: economy, illegal annexation, Crimea, Sanctions, Warmongering"
1653638917-1702,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,Maia Sandu's election will cost Ukraine Odesa,https://euvsdisinfo.eu/report/maia-sandus-election-will-cost-ukraine-odessa,Disinfo: Maia Sandu's election will cost Ukraine Odesa,DATE OF PUBLICATION: 25/11/2020,"Keywords: Maia Sandu, Transnistria, Odessa"
1653638957-1716,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,Ukrainian migrant workers brought COVID-19 to Spain and Italy from secret US labs,https://euvsdisinfo.eu/report/secret-us-labs-in-ukraine-led-to-migrant-workers-taking-covid-19-to-spain-and-italy,Disinfo: Ukrainian migrant workers brought COVID-19 to Spain and Italy from secret US labs,DATE OF PUBLICATION: 01/12/2020,"Keywords: coronavirus, Ukraine, Lugar Laboratory, laboratory, Kharkiv, Eastern Ukraine, Biological weapons, Ukrainian statehood, Conspiracy theory"
1653638948-1713,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,A civil war began in Ukraine after the clique seized power in the country,https://euvsdisinfo.eu/report/a-civil-war-began-in-ukraine-after-the-clique-seized-power-in-the-country,Disinfo: A civil war began in Ukraine after the clique seized power in the country,DATE OF PUBLICATION: 30/11/2020,"Keywords: Ukraine, Eastern Ukraine, Civil war, Euromaidan, War in Ukraine"
1653638872-1686,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,"Bucharest has a project that aims to absorb Moldova, Transnistria and some regions of Ukraine",https://euvsdisinfo.eu/report/bucharest-has-the-project-of-greater-romania-the-absorption-of-moldova-transnistria-and-some-regions-of-ukraine,"Disinfo: Bucharest has a project that aims to absorb Moldova, Transnistria and some regions of Ukraine",DATE OF PUBLICATION: 22/11/2020,"Keywords: Transnistria, Ukrainian disintegration, Sovereignty"
1653638753-1644,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,"After Karabakh, Turkey will take over Crimea",https://euvsdisinfo.eu/report/after-karabakh-turkey-will-take-over-crimea,"Disinfo: After Karabakh, Turkey will take over Crimea",DATE OF PUBLICATION: 09/11/2020,"Keywords: Nagorno-Karabakh, Crimea"
1653638847-1677,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,Frank Walter Steinmeier promoted the fascist coup in Kyiv,https://euvsdisinfo.eu/report/frank-walter-steinmeier-promoted-the-fascist-overthrow-in-kyiv,Disinfo: Frank Walter Steinmeier promoted the fascist coup in Kyiv,DATE OF PUBLICATION: 20/11/2020,"Keywords: Frank-Walter Steinmeier, Coup"
1653638810-1664,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,"Ukrainian lawmaker says Crimea is booming, better off under Russian control",https://euvsdisinfo.eu/report/ukrainian-lawmaker-says-crimea-is-booming-better-off-under-russian-control,"Disinfo: Ukrainian lawmaker says Crimea is booming, better off under Russian control",DATE OF PUBLICATION: 16/11/2020,"Keywords: economy, illegal annexation, Russian superiority, Crimea"
1653638819-1667,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,Ukraine has ceased to be an independent country,https://euvsdisinfo.eu/report/ukraine-has-ceased-to-be-an-independent-country,Disinfo: Ukraine has ceased to be an independent country,DATE OF PUBLICATION: 18/11/2020,"Keywords: Human rights, Russian language, European values, Sovereignty, Coup"
1653638878-1688,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,The Euromaidan coup caused the breakout of civil war in Eastern Ukraine,https://euvsdisinfo.eu/report/the-euromaidan-coup-caused-the-breakout-of-civil-war-in-eastern-ukraine,Disinfo: The Euromaidan coup caused the breakout of civil war in Eastern Ukraine,DATE OF PUBLICATION: 23/11/2020,"Keywords: Eastern Ukraine, Civil war, Euromaidan, Donbas, Coup, War in Ukraine"
1653638824-1669,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,Ukraine seizing Russian plane is an anti-russian step,https://euvsdisinfo.eu/report/ukraine-seizing-russian-plane-is-an-anti-russian-step,Disinfo: Ukraine seizing Russian plane is an anti-russian step,DATE OF PUBLICATION: 18/11/2020,"Keywords: illegal annexation, Occupation, Anti-Russian, Ukrainian statehood, Crimea"
1653638923-1704,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,"""Partnership"" between Ukraine and Western countries only aims to create an anti-Russian foothold",https://euvsdisinfo.eu/report/all-partnership-between-ukraine-and-western-countries-is-to-create-an-anti-russian-foothold,"Disinfo: ""Partnership"" between Ukraine and Western countries only aims to create an anti-Russian foothold",DATE OF PUBLICATION: 27/11/2020,"Keywords: West, War preparation, Anti-Russian, Encircling Russia, Destabilising Russia, Russophobia"
1653638945-1712,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,"""Psaking"" meme became a symbol of stupidity of American diplomacy during the Obama administration",https://euvsdisinfo.eu/report/psaking-became-a-symbol-of-stupidity-of-american-diplomacy-of-the-obama-administration,"Disinfo: ""Psaking"" meme became a symbol of stupidity of American diplomacy during the Obama administration",DATE OF PUBLICATION: 29/11/2020,"Keywords: US Presidential Election 2020, Joe Biden, Barack Obama"
1653638901-1696,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,"Ukraine is a successful Western project against Russia, Belarus may soon become one too",https://euvsdisinfo.eu/report/ukraine-is-a-successful-western-project-against-russia-belarus-may-soon-become-one-too,"Disinfo: Ukraine is a successful Western project against Russia, Belarus may soon become one too",DATE OF PUBLICATION: 24/11/2020,"Keywords: Ukraine, Anti-Russian, Ukrainian statehood, Russophobia"
1653639599-1830,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1500,Crimea was and is Russian,https://euvsdisinfo.eu/report/crimea-was-and-is-russian,Disinfo: Crimea was and is Russian,DATE OF PUBLICATION: 03/11/2020,"Keywords: illegal annexation, Manipulated elections/referendum, Ukrainian statehood, Crimea, Referendum"
1653639340-1744,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1500,Ukrainian Greek Catholic Church is a Russophobic and anti-Orthodox tool,https://euvsdisinfo.eu/report/ukrainian-greek-catholic-church-is-a-russophobic-and-anti-orthodox-instrument-of-occupation-of-donbas-and-crimea,Disinfo: Ukrainian Greek Catholic Church is a Russophobic and anti-Orthodox tool,DATE OF PUBLICATION: 05/10/2020,"Keywords: Religion, Ukraine, Eastern Ukraine, Donetsk, Donbas, War in Ukraine"
1653639504-1796,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1500,The West turns Ukraine into a staging ground for an attack on Russia,https://euvsdisinfo.eu/report/the-west-turns-ukraine-into-a-staging-ground-for-an-attack-on-russia,Disinfo: The West turns Ukraine into a staging ground for an attack on Russia,DATE OF PUBLICATION: 23/10/2020,"Keywords: Ukraine, Anti-Russian, Encircling Russia, Ukrainian statehood, NATO"
1653639565-1818,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1500,"UK special bodies can be implicated in Yushchenko, Skripals, and Navalny poisoning",https://euvsdisinfo.eu/report/uk-special-bodies-can-be-implicated-in-yushchenko-skripals-and-navalny-poisoning,"Disinfo: UK special bodies can be implicated in Yushchenko, Skripals, and Navalny poisoning",DATE OF PUBLICATION: 29/10/2020,"Keywords: Skripal, Anti-Russian, Alexei Navalny, Conspiracy theory"
1653639554-1814,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1500,Russia has not started a single war in the last 50 years,https://euvsdisinfo.eu/report/russia-has-not-started-a-single-war-in-the-last-50-years,Disinfo: Russia has not started a single war in the last 50 years,DATE OF PUBLICATION: 28/10/2020,"Keywords: Military, War crimes, Chechnya, Warmongering"
1653639568-1819,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1500,The Bundestag resolution on the victims of Nazism is an interference in Russian internal affairs,https://euvsdisinfo.eu/report/the-bundestag-resolution-on-the-victims-of-nazism-does-not-mention-the-soviet-union-it-is-interference-in-russian-internal-affairs,Disinfo: The Bundestag resolution on the victims of Nazism is an interference in Russian internal affairs,DATE OF PUBLICATION: 29/10/2020,"Keywords: West, Historical revisionism, Anti-Russian, USSR, WWII, Nazi/Fascist"
1653639371-1755,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1500,Kyiv prepares militants to fight against Armenia,https://euvsdisinfo.eu/report/kyiv-prepares-militants-to-fight-against-armenia,Disinfo: Kyiv prepares militants to fight against Armenia,DATE OF PUBLICATION: 08/10/2020,"Keywords: Anti-Russian, Nagorno-Karabakh, Warmongering"
1653639515-1800,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1500,"The Belarusian protests are managed from Ukraine and NATO countries, Bernard-Henri Lévy is also involved",https://euvsdisinfo.eu/report/the-belarusian-protests-are-managed-from-ukraine-and-nato-countries-bernard-henri-levy-is-also-involved,"Disinfo: The Belarusian protests are managed from Ukraine and NATO countries, Bernard-Henri Lévy is also involved",DATE OF PUBLICATION: 25/10/2020,"Keywords: Protest, Puppets, Colour revolutions, Conspiracy theory"
1653639596-1829,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1500,The coup of 2014 and the resulting suspension of relation with Russia has halted Ukrainian development,https://euvsdisinfo.eu/report/the-coup-of-2014-and-the-resulting-suspension-of-relation-with-russia-has-halted-ukrainian-development,Disinfo: The coup of 2014 and the resulting suspension of relation with Russia has halted Ukrainian development,DATE OF PUBLICATION: 02/11/2020,"Keywords: Ukraine, Abandoned Ukraine, Economic difficulties, Euromaidan, Coup"
1653639453-1778,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1500,MH17: JIT ignores Russian contributions,https://euvsdisinfo.eu/report/mh17-jit-ignores-russian-contributions,Disinfo: MH17: JIT ignores Russian contributions,DATE OF PUBLICATION: 17/10/2020,Keywords: MH17
1653639619-1837,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1500,The water problem in Crimea is Ukraine's fault,https://euvsdisinfo.eu/report/the-water-problem-in-crimea-is-ukraines-fault,Disinfo: The water problem in Crimea is Ukraine's fault,DATE OF PUBLICATION: 05/11/2020,"Keywords: Ukraine, illegal annexation, Occupation, Hybrid war, Manipulated elections/referendum, Ukrainian statehood, Crimea"
1653639404-1765,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1500,Kyiv puts Russophobia above the health of its citizens,https://euvsdisinfo.eu/report/kyiv-puts-russophobia-ahead-of-its-citizens-health,Disinfo: Kyiv puts Russophobia above the health of its citizens,DATE OF PUBLICATION: 13/10/2020,"Keywords: coronavirus, health, Ukrainian statehood, Russophobia"
1653639351-1748,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1500,In 15 years Ukraine could stop paying pensions to its citizens,https://euvsdisinfo.eu/report/in-15-years-ukraine-could-stop-paying-pensions-to-its-citizens,Disinfo: In 15 years Ukraine could stop paying pensions to its citizens,DATE OF PUBLICATION: 05/10/2020,"Keywords: Abandoned Ukraine, Ukrainian disintegration, Economic difficulties, Ukrainian statehood"
1653639501-1795,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1500,"Turkey, UK and Ukraine are preparing a plot against Russia",https://euvsdisinfo.eu/report/uk-turkey-and-ukraine-are-preparing-a-plot-against-russia,"Disinfo: Turkey, UK and Ukraine are preparing a plot against Russia",DATE OF PUBLICATION: 23/10/2020,"Keywords: Black Sea, Anti-Russian, Intelligence services, Conspiracy theory, Russophobia"
1653639487-1790,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1500,Ukrainians have suffered from the American vaccine testing,https://euvsdisinfo.eu/report/ukrainians-have-suffered-from-the-american-vaccine-testing,Disinfo: Ukrainians have suffered from the American vaccine testing,DATE OF PUBLICATION: 22/10/2020,"Keywords: coronavirus, health, vaccination"
1653639577-1822,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1500,The ex-Minister of Health of Ukraine Uliana Suprun has destroyed Soviet medicine,https://euvsdisinfo.eu/report/the-ex-minister-of-health-of-ukraine-uliana-suprun-has-destroyed-soviet-medicine,Disinfo: The ex-Minister of Health of Ukraine Uliana Suprun has destroyed Soviet medicine,DATE OF PUBLICATION: 31/10/2020,"Keywords: coronavirus, Ukraine, health"
