web-scraper-order,web-scraper-start-url,disinfo-case-link,disinfo-case-link-href,title,date,keywords
1653632170-512,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=200,Anglo-Saxons want to involve Ukraine in a war against Slavs,https://euvsdisinfo.eu/report/anglo-saxons-want-to-involve-ukraine-in-a-war-against-slavs,Disinfo: Anglo-Saxons want to involve Ukraine in a war against Slavs,DATE OF PUBLICATION: 30/01/2022,"Keywords: West, Anglo-Saxon, War in Ukraine, Puppets, Slavic"
1653632130-499,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=200,Russian data about flight MH17 was ignored,https://euvsdisinfo.eu/report/russian-data-about-flight-mh17-was-ignored,Disinfo: Russian data about flight MH17 was ignored,DATE OF PUBLICATION: 26/01/2022,"Keywords: MH17, Anti-Russian"
1653632239-536,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=200,Washington seeks a war between Russia and Ukraine; Moscow tries to avoid it,https://euvsdisinfo.eu/report/washington-seeks-a-war-between-russia-and-ukraine-moscow-tries-to-avoid-it,Disinfo: Washington seeks a war between Russia and Ukraine; Moscow tries to avoid it,DATE OF PUBLICATION: 07/02/2022,"Keywords: Warmongering, War in Ukraine, Eastern Ukraine, Donbas"
1653632207-525,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=200,The US will start a war in Ukraine when NATO coalition against Russia is ready,https://euvsdisinfo.eu/report/the-us-will-start-a-war-in-ukraine-when-nato-coalition-against-russia-is-ready,Disinfo: The US will start a war in Ukraine when NATO coalition against Russia is ready,DATE OF PUBLICATION: 02/02/2022,"Keywords: NATO, War in Ukraine, Anti-Russian, Encircling Russia"
1653632218-529,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=200,Kyiv is refusing to implement the Minsk agreements,https://euvsdisinfo.eu/report/kyiv-is-refusing-to-implement-the-minsk-agreements,Disinfo: Kyiv is refusing to implement the Minsk agreements,DATE OF PUBLICATION: 02/02/2022,"Keywords: Donbas, Minsk agreements, War in Ukraine, DNR, LNR"
1653632235-535,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=200,"As a result of the bloody US-coup in Ukraine, Crimea seceded to Russia",https://euvsdisinfo.eu/report/as-a-result-of-the-bloody-us-coup-in-ukraine-crimea-seceded-to-russia,"Disinfo: As a result of the bloody US-coup in Ukraine, Crimea seceded to Russia",DATE OF PUBLICATION: 06/02/2022,"Keywords: Crimea, Referendum, Coup, Euromaidan"
1653632111-493,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=200,Ukraine is a tool of Western countries against Russia,https://euvsdisinfo.eu/report/ukraine-is-a-tool-of-western-countries-against-russia,Disinfo: Ukraine is a tool of Western countries against Russia,DATE OF PUBLICATION: 24/01/2022,"Keywords: West, Anti-Russian, Sanctions, War in Ukraine"
1653632721-568,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,"The US desperately needs a ""little war"" with Russia; pushes Ukraine towards escalation",https://euvsdisinfo.eu/report/the-us-desperately-needs-a-little-war-with-russia-pushes-ukraine-towards-escalation,"Disinfo: The US desperately needs a ""little war"" with Russia; pushes Ukraine towards escalation",DATE OF PUBLICATION: 11/11/2021,"Keywords: NATO, Military, War in Ukraine, Eastern Ukraine, Donbas, DPR, LPR, US presence in Europe, Anti-Russian, Provocation"
1653632916-634,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,"The West is developing a Ukrainian version of the ""White Helmets"" known from Syria",https://euvsdisinfo.eu/report/the-west-is-developing-a-ukrainian-version-of-the-white-helmets-known-from-syria,"Disinfo: The West is developing a Ukrainian version of the ""White Helmets"" known from Syria",DATE OF PUBLICATION: 22/12/2021,"Keywords: Chemical weapons/attack, false flag, White Helmets, Syrian War, Conspiracy theory"
1653632650-543,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,No evidence for Russian involvement in MH17,https://euvsdisinfo.eu/report/no-evidence-for-russian-involvement-in-mh17,Disinfo: No evidence for Russian involvement in MH17,DATE OF PUBLICATION: 26/10/2021,"Keywords: MH17, Donbas, Eastern Ukraine"
1653632659-546,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,Poland destroyed the perspectives of European integration for Ukraine and Belarus,https://euvsdisinfo.eu/report/poland-destroyed-the-perspectives-of-european-integration-for-ukraine-and-belarus,Disinfo: Poland destroyed the perspectives of European integration for Ukraine and Belarus,DATE OF PUBLICATION: 28/10/2021,"Keywords: EU disintegration, Eastern Partnership, Democracy, Rule of law, Brussels, Eastern Europe"
1653632922-636,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,Eastern Partnership was developed as a leash on member countries,https://euvsdisinfo.eu/report/eastern-partnership-was-developed-as-a-leash-on-member-countries,Disinfo: Eastern Partnership was developed as a leash on member countries,DATE OF PUBLICATION: 23/12/2021,Keywords: Eastern Partnership
1653632872-619,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,"In 2018, Ukrainian ships violated Russian border",https://euvsdisinfo.eu/report/in-2018-ukrainian-ships-violated-russian-border,"Disinfo: In 2018, Ukrainian ships violated Russian border",DATE OF PUBLICATION: 10/12/2021,"Keywords: Kerch, Provocation, Black Sea, Military"
1653632667-549,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,"Ukraine's Euromaidan coup led to civil war, Crimea's reunification with Russia",https://euvsdisinfo.eu/report/ukraines-euromaidan-coup-led-to-civil-war-crimeas-reunification-with-russia,"Disinfo: Ukraine's Euromaidan coup led to civil war, Crimea's reunification with Russia",DATE OF PUBLICATION: 29/10/2021,"Keywords: Donbas, War in Ukraine, Eastern Ukraine, Civil war, Crimea, illegal annexation, Euromaidan, Coup"
1653632860-615,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,"In 2014, Ukraine launched a military operation against DPR and LPR",https://euvsdisinfo.eu/report/in-2014-ukraine-launched-a-military-operation-against-dpr-and-lpr,"Disinfo: In 2014, Ukraine launched a military operation against DPR and LPR",DATE OF PUBLICATION: 09/12/2021,"Keywords: Coup, Euromaidan, LPR, Donbas, War in Ukraine, Eastern Ukraine, DPR"
1653632841-609,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,US and NATO want to inflame an endless military conflict near Russian borders,https://euvsdisinfo.eu/report/us-and-nato-want-to-inflame-an-endless-military-conflict-near-russian-borders,Disinfo: US and NATO want to inflame an endless military conflict near Russian borders,DATE OF PUBLICATION: 07/12/2021,"Keywords: War in Ukraine, Puppets, Encircling Russia, Warmongering"
1653632705-562,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,The US is provoking Russia due to the decline of its hegemony,https://euvsdisinfo.eu/report/us-provoking-russia-due-to-decline-hegemony,Disinfo: The US is provoking Russia due to the decline of its hegemony,DATE OF PUBLICATION: 10/11/2021,"Keywords: Anti-Russian, Encircling Russia, Provocation, Euromaidan, Puppets, Destabilising Russia"
1653632901-629,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,Kyiv is not fulfilling its commitments under the Minsk agreements,https://euvsdisinfo.eu/report/kyiv-is-not-fulfilling-its-commitments-under-the-minsk-agreements,Disinfo: Kyiv is not fulfilling its commitments under the Minsk agreements,DATE OF PUBLICATION: 19/12/2021,"Keywords: Minsk agreements, War in Ukraine, Donbas, DNR, LNR, Eastern Ukraine"
1653632904-630,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,"There are 10,000 NATO troops stationed in Ukraine",https://euvsdisinfo.eu/report/there-are-10-000-nato-troops-stationed-in-ukraine,"Disinfo: There are 10,000 NATO troops stationed in Ukraine",DATE OF PUBLICATION: 20/12/2021,"Keywords: Military exercise, NATO, EU/NATO enlargement, Ukrainian statehood, Eastern Ukraine"
1653632881-622,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,Hysteria around the Russian invasion of Ukraine is a cover for Ukraine’s attack on Donbas,https://euvsdisinfo.eu/report/hysteria-around-the-russian-invasion-of-ukraine-is-a-cover-for-ukraines-attack-on-donbas,Disinfo: Hysteria around the Russian invasion of Ukraine is a cover for Ukraine’s attack on Donbas,DATE OF PUBLICATION: 14/12/2021,"Keywords: West, Donbas, War in Ukraine, Eastern Ukraine, Russo-Georgian War, Anti-Russian, Provocation, Abkhazia, South Ossetia"
1653632769-584,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,Anglo-Saxons invade the sphere of Russia's national interests in Ukraine and the Balkans,https://euvsdisinfo.eu/report/anglo-saxons-invade-the-sphere-of-russias-national-interests-in-ukraine-and-the-balkans,Disinfo: Anglo-Saxons invade the sphere of Russia's national interests in Ukraine and the Balkans,DATE OF PUBLICATION: 22/11/2021,"Keywords: NATO, EU/NATO enlargement, Anglo-Saxon, Sphere of influence, Western Balkans, West"
1653632733-572,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,Kyiv cannot apply for NATO membership until it ends Ukrainian civil war,https://euvsdisinfo.eu/report/kyiv-cannot-apply-for-nato-membership-until-it-ends-ukrainian-civil-war,Disinfo: Kyiv cannot apply for NATO membership until it ends Ukrainian civil war,DATE OF PUBLICATION: 15/11/2021,"Keywords: NATO, Coup, Civil war, Donbas, War in Ukraine, Eastern Ukraine, illegal annexation, Crimea, Euromaidan"
1653632820-602,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,"The West screams about Russian threat, but ignores violation of rights of minorities in Ukraine",https://euvsdisinfo.eu/report/the-west-screams-about-russian-threat-but-ignores-violation-of-rights-of-minorities-in-ukraine,"Disinfo: The West screams about Russian threat, but ignores violation of rights of minorities in Ukraine",DATE OF PUBLICATION: 03/12/2021,"Keywords: West, Volodymyr Zelensky, Information war, War in Ukraine, Russian language, Ethnic Russians, Nazi/Fascist, Censorship, Anti-Russian, Human rights, Historical revisionism"
1653632786-590,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,The USA wants to use the migration crisis to unleash a war,https://euvsdisinfo.eu/report/the-usa-wants-to-use-the-migration-crisis-to-unleash-a-war,Disinfo: The USA wants to use the migration crisis to unleash a war,DATE OF PUBLICATION: 25/11/2021,"Keywords: Baltic states, US presence in Europe, Anti-Russian, Alexander Lukashenko, Migration crisis, Encircling Russia, NATO, security threat"
1653632647-542,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,Return of Crimean artefacts from the Netherlands to Ukraine is legitimised robbery,https://euvsdisinfo.eu/report/return-of-crimean-artefacts-from-the-netherlands-to-ukraine-is-legitimised-robbery,Disinfo: Return of Crimean artefacts from the Netherlands to Ukraine is legitimised robbery,DATE OF PUBLICATION: 26/10/2021,"Keywords: culture, Crimea, illegal annexation"
1653632730-571,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,"NATO needs Ukraine's army only as ""cannon fodder""",https://euvsdisinfo.eu/report/nato-needs-ukraines-army-only-as-cannon-fodder,"Disinfo: NATO needs Ukraine's army only as ""cannon fodder""",DATE OF PUBLICATION: 15/11/2021,"Keywords: NATO, EU/NATO enlargement, Jens Stoltenberg, Anti-Russian, Provocation, Warmongering"
1653632656-545,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,New date for Ukrainian offensive in Donbas,https://euvsdisinfo.eu/report/new-date-for-ukrainian-offensive-in-donbas,Disinfo: New date for Ukrainian offensive in Donbas,DATE OF PUBLICATION: 27/10/2021,"Keywords: War in Ukraine, Eastern Ukraine, Volodymyr Zelensky"
1653632679-553,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,"Canada, US, France, UK and other Western countries train neo-Nazis in Ukraine",https://euvsdisinfo.eu/report/canada-us-france-uk-and-other-western-countries-train-neo-nazis-in-ukraine,"Disinfo: Canada, US, France, UK and other Western countries train neo-Nazis in Ukraine",DATE OF PUBLICATION: 04/11/2021,"Keywords: Nazi/Fascist, NATO"
1653632835-607,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,Ukrainian soldiers shot Iraqi refugees on the Ukrainian-Belarusian border,https://euvsdisinfo.eu/report/ukrainian-soldiers-shot-iraqi-refugees-on-the-ukrainian-belarusian-border,Disinfo: Ukrainian soldiers shot Iraqi refugees on the Ukrainian-Belarusian border,DATE OF PUBLICATION: 06/12/2021,"Keywords: Migration crisis, migration, Ukraine"
1653632719-567,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,US and NATO activities in the Black Sea are ‘hybrid war’ instruments to encircle Russia,https://euvsdisinfo.eu/report/us-and-nato-activities-in-the-black-sea-are-hybrid-war-instruments-to-encircle-russia,Disinfo: US and NATO activities in the Black Sea are ‘hybrid war’ instruments to encircle Russia,DATE OF PUBLICATION: 11/11/2021,"Keywords: Hybrid war, Encircling Russia, Anti-Russian, Black Sea, NATO, Puppets"
1653632855-613,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,Russian speakers in Donbas are victims of genocide,https://euvsdisinfo.eu/report/russian-speakers-in-donbas-are-victims-of-genocide,Disinfo: Russian speakers in Donbas are victims of genocide,DATE OF PUBLICATION: 09/12/2021,"Keywords: Donbas, Eastern Ukraine, War in Ukraine, Genocide, Russian language, Russophobia, Civil war, Coup, Euromaidan, Anti-Russian"
1653632924-637,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,It was Lenin who created Ukraine,https://euvsdisinfo.eu/report/it-was-lenin-who-created-ukraine,Disinfo: It was Lenin who created Ukraine,DATE OF PUBLICATION: 23/12/2021,"Keywords: Vladimir Putin, Historical revisionism, Ukrainian statehood, USSR, Occupation"
1653632866-617,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,Local Donbas population has risen against the February 2014 coup in Kyiv,https://euvsdisinfo.eu/report/local-donbas-population-has-risen-against-the-february-2014-coup-in-kyiv,Disinfo: Local Donbas population has risen against the February 2014 coup in Kyiv,DATE OF PUBLICATION: 09/12/2021,"Keywords: Donbas, Eastern Ukraine, Coup, Euromaidan"
1653632838-608,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,"Ukraine is stirring up hysteria around a fabricated ""Russian aggression""",https://euvsdisinfo.eu/report/ukraine-is-stirring-up-hysteria-around-a-fabricated-russian-aggression,"Disinfo: Ukraine is stirring up hysteria around a fabricated ""Russian aggression""",DATE OF PUBLICATION: 06/12/2021,"Keywords: Donbas, Military, War in Ukraine"
1653632743-575,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,US military exercises in the Black Sea are a provocation and an attempt to contain Russia,https://euvsdisinfo.eu/report/us-military-exercises-in-the-black-sea-are-a-provocation-and-an-attempt-to-contain-russia,Disinfo: US military exercises in the Black Sea are a provocation and an attempt to contain Russia,DATE OF PUBLICATION: 17/11/2021,"Keywords: NATO, West, Anti-Russian, Military exercise"
1653632780-588,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,"Ukraine escalates situation in Donbas, adopts discriminatory policy against Russian-speaking population",https://euvsdisinfo.eu/report/ukraine-escalates-situation-in-donbas-adopts-discriminatory-policy-against-russian-speaking-population,"Disinfo: Ukraine escalates situation in Donbas, adopts discriminatory policy against Russian-speaking population",DATE OF PUBLICATION: 24/11/2021,"Keywords: Russophobia, Anti-Russian, Russian language, Donbas"
1653632772-585,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,Messages about Russian aggression against Ukraine are propaganda,https://euvsdisinfo.eu/report/messages-about-russian-aggression-against-ukraine-are-propaganda,Disinfo: Messages about Russian aggression against Ukraine are propaganda,DATE OF PUBLICATION: 23/11/2021,"Keywords: Propaganda, Information war, War in Ukraine"
1653632893-626,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,US Deep State drags the world to a war over Ukraine; NATO is criminal and terrorist organisation,https://euvsdisinfo.eu/report/us-deep-state-drags-the-world-to-a-war-over-ukraine-nato-is-criminal-and-terrorist-organisation,Disinfo: US Deep State drags the world to a war over Ukraine; NATO is criminal and terrorist organisation,DATE OF PUBLICATION: 18/12/2021,"Keywords: Deep state, NATO, War in Ukraine, Big business, Secret elites / global elites"
1653632746-576,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,Joining Russia saved Crimeans from bloodshed,https://euvsdisinfo.eu/report/joining-russia-saved-crimeans-from-bloodshed,Disinfo: Joining Russia saved Crimeans from bloodshed,DATE OF PUBLICATION: 18/11/2021,"Keywords: Crimea, Manipulated elections/referendum, War in Ukraine, illegal annexation"
1653632673-551,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,Russia did not annex Crimea,https://euvsdisinfo.eu/report/russia-did-not-annex-crimea,Disinfo: Russia did not annex Crimea,DATE OF PUBLICATION: 01/11/2021,"Keywords: Crimea, Sergei Lavrov, illegal annexation"
1653632795-593,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,Donetsk and Luhansk were attacked by Kyiv after opposing the coup,https://euvsdisinfo.eu/report/donetsk-and-luhansk-were-attacked-by-kyiv-after-opposing-the-coup,Disinfo: Donetsk and Luhansk were attacked by Kyiv after opposing the coup,DATE OF PUBLICATION: 28/11/2021,"Keywords: DNR, LNR, Coup, Euromaidan, Eastern Ukraine"
1653632930-639,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,"The West wants to provoke a ""little war"" in Ukraine and then blame Russia for it",https://euvsdisinfo.eu/report/the-west-wants-to-provoke-a-little-war-in-ukraine-and-then-blame-russia-for-it,"Disinfo: The West wants to provoke a ""little war"" in Ukraine and then blame Russia for it",DATE OF PUBLICATION: 29/12/2021,"Keywords: West, War in Ukraine, Eastern Ukraine, Donbas, Provocation, Anti-Russian, Sanctions"
1653632823-603,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,The goal of current tensions around Ukraine is to promote its integration into NATO,https://euvsdisinfo.eu/report/the-goal-of-current-tensions-around-ukraine-is-to-promote-its-integration-into-nato,Disinfo: The goal of current tensions around Ukraine is to promote its integration into NATO,DATE OF PUBLICATION: 03/12/2021,"Keywords: War in Ukraine, NATO, EU/NATO enlargement, Eastern Ukraine, Encircling Russia, Nord Stream 2"
1653632727-570,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,NATO is implementing permanent provocations near Crimea,https://euvsdisinfo.eu/report/nato-is-implementing-permanent-provocations-near-crimea,Disinfo: NATO is implementing permanent provocations near Crimea,DATE OF PUBLICATION: 15/11/2021,"Keywords: NATO, Crimea, Military exercise, Black Sea"
1653632693-558,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,"JIT excluded Russia from MH17 probe, ignored Moscow-supplied evidence",https://euvsdisinfo.eu/report/jit-excluded-russia-from-mh17-probe-ignored-moscow-supplied-evidence,"Disinfo: JIT excluded Russia from MH17 probe, ignored Moscow-supplied evidence",DATE OF PUBLICATION: 07/11/2021,"Keywords: MH17, Russophobia, Anti-Russian"
1653632801-595,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,Russia is not a threat to Ukraine and is not involved in the war in Ukraine,https://euvsdisinfo.eu/report/russia-is-not-a-threat-to-ukraine-and-is-not-involved-in-the-war-in-ukraine,Disinfo: Russia is not a threat to Ukraine and is not involved in the war in Ukraine,DATE OF PUBLICATION: 29/11/2021,"Keywords: War in Ukraine, Euromaidan, Ukrainian statehood, Military, NATO, EU/NATO enlargement"
1653632761-581,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,Russian aggression is used as pretext to station NATO military close to Russia's borders,https://euvsdisinfo.eu/report/russian-aggression-is-used-as-pretext-to-station-nato-military-close-to-russias-borders,Disinfo: Russian aggression is used as pretext to station NATO military close to Russia's borders,DATE OF PUBLICATION: 19/11/2021,"Keywords: NATO, Military, War in Ukraine, West, Encircling Russia"
1653632869-618,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,The West pushes Ukraine to escalate the situation in Donbas,https://euvsdisinfo.eu/report/the-west-pushes-ukraine-to-escalate-the-situation-in-donbas,Disinfo: The West pushes Ukraine to escalate the situation in Donbas,DATE OF PUBLICATION: 10/12/2021,"Keywords: NATO, Donbas, Military exercise, West, Provocation, Warmongering, Black Sea"
1653632913-633,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,NATO expands Eastwards to threaten and provoke Russia,https://euvsdisinfo.eu/report/nato-expands-eastwards-to-threaten-and-provoke-russia,Disinfo: NATO expands Eastwards to threaten and provoke Russia,DATE OF PUBLICATION: 22/12/2021,"Keywords: EU/NATO enlargement, NATO, security threat, Encircling Russia, Eastern Europe, West"
1653632758-580,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,There was a coup in Ukraine in February 2014,https://euvsdisinfo.eu/report/there-was-a-coup-in-ukraine-in-february-2014,Disinfo: There was a coup in Ukraine in February 2014,DATE OF PUBLICATION: 19/11/2021,"Keywords: Donbas, War in Ukraine, Euromaidan"
1653632775-586,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,Russia does not intend to invade Ukraine while Kyiv is planning to attack Donbas,https://euvsdisinfo.eu/report/russia-does-not-intend-to-invade-ukraine-while-kyiv-is-planning-to-attack-donbas,Disinfo: Russia does not intend to invade Ukraine while Kyiv is planning to attack Donbas,DATE OF PUBLICATION: 23/11/2021,"Keywords: War in Ukraine, Donbas, Military, Eastern Ukraine"
1653632766-583,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,Claims that Russia is engaged in a disinfo campaign against Ukraine are baseless,https://euvsdisinfo.eu/report/claims-that-russia-is-engaged-in-a-disinfo-campaign-against-ukraine-are-baseless,Disinfo: Claims that Russia is engaged in a disinfo campaign against Ukraine are baseless,DATE OF PUBLICATION: 22/11/2021,"Keywords: War in Ukraine, Hybrid war, Euromaidan, Eastern Ukraine, illegal annexation, Crimea"
1653632749-577,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,NATO arms' deliveries nudge Ukraine towards a military solution in Donbas,https://euvsdisinfo.eu/report/nato-arms-deliveries-nudge-ukraine-towards-a-military-solution-in-donbas,Disinfo: NATO arms' deliveries nudge Ukraine towards a military solution in Donbas,DATE OF PUBLICATION: 18/11/2021,"Keywords: War in Ukraine, NATO"
1653632847-611,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,Ukraine is dying as a state and it is the ‘merit’ of the West,https://euvsdisinfo.eu/report/ukraine-is-dying-as-a-state-and-it-is-the-merit-of-the-west,Disinfo: Ukraine is dying as a state and it is the ‘merit’ of the West,DATE OF PUBLICATION: 08/12/2021,"Keywords: West, Abandoned Ukraine, Ukrainian statehood, Ukrainian disintegration"
1653632653-544,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,Western curators want Kyiv to start a war in Donbas and involve Moscow in conflict,https://euvsdisinfo.eu/report/western-curators-want-kyiv-to-start-a-war-in-donbas-and-involve-moscow-in-conflict,Disinfo: Western curators want Kyiv to start a war in Donbas and involve Moscow in conflict,DATE OF PUBLICATION: 27/10/2021,"Keywords: War in Ukraine, Donbas, West, Puppets, Minsk agreements, US presence in Europe, Sovereignty"
1653632896-627,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,US orchestrated the bloody Maidan coup with right-wing and fascist forces,https://euvsdisinfo.eu/report/us-orchestrated-the-bloody-maidan-coup-with-right-wing-and-fascist-forces,Disinfo: US orchestrated the bloody Maidan coup with right-wing and fascist forces,DATE OF PUBLICATION: 18/12/2021,"Keywords: Nazi/Fascist, Coup, Joe Biden, Euromaidan"
1653632670-550,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,"Ukraine is looking for a war, as the government needs a controlled conflict",https://euvsdisinfo.eu/report/ukraine-is-looking-for-a-war-as-the-government-needs-a-controlled-conflict,"Disinfo: Ukraine is looking for a war, as the government needs a controlled conflict",DATE OF PUBLICATION: 31/10/2021,"Keywords: Donbas, Volodymyr Zelensky, War in Ukraine, Ukraine, Eastern Ukraine, Provocation"
1653632763-582,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,Kyiv refuses to implement the Minsk agreements and the Normandy agreements,https://euvsdisinfo.eu/report/kyiv-refuses-to-implement-the-minsk-agreements-and-the-normandy-agreements,Disinfo: Kyiv refuses to implement the Minsk agreements and the Normandy agreements,DATE OF PUBLICATION: 22/11/2021,"Keywords: War in Ukraine, Donbas, Minsk agreements"
1653632710-564,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=300,The referendum in Crimea solved the Crimean issue once and for all,https://euvsdisinfo.eu/report/the-referendum-in-crimea-solved-the-crimean-issue-once-and-for-all,Disinfo: The referendum in Crimea solved the Crimean issue once and for all,DATE OF PUBLICATION: 10/11/2021,"Keywords: Crimea, Manipulated elections/referendum, Ukrainian statehood, Referendum, illegal annexation, Occupation, Sovereignty"
